d7,d6,d5,d4,d3,d2,d1,next3
-3.94267320338,-3.63149337228,-2.35017975798,3.36259861659,6.35251266162,-2.06703642728,-1.87705307781,-19.3735867474
-3.63149337228,-2.35017975798,3.36259861659,6.35251266162,-2.06703642728,-1.87705307781,-0.930365625929,-11.6869801456
-2.35017975798,3.36259861659,6.35251266162,-2.06703642728,-1.87705307781,-0.930365625929,-8.93166152902,-11.0413215378
3.36259861659,6.35251266162,-2.06703642728,-1.87705307781,-0.930365625929,-8.93166152902,-9.51155959243,-20.6675999369
6.35251266162,-2.06703642728,-1.87705307781,-0.930365625929,-8.93166152902,-9.51155959243,6.7562409759,-13.9975448618
-2.06703642728,-1.87705307781,-0.930365625929,-8.93166152902,-9.51155959243,6.7562409759,-8.28600292125,6.01022601995
-1.87705307781,-0.930365625929,-8.93166152902,-9.51155959243,6.7562409759,-8.28600292125,-19.1378379916,18.5915902569
-0.930365625929,-8.93166152902,-9.51155959243,6.7562409759,-8.28600292125,-19.1378379916,13.426296051,3.47871828388
-8.93166152902,-9.51155959243,6.7562409759,-8.28600292125,-19.1378379916,13.426296051,11.7217679605,-6.97612816178
-9.51155959243,6.7562409759,-8.28600292125,-19.1378379916,13.426296051,11.7217679605,-6.55647375461,-3.15434489906
6.7562409759,-8.28600292125,-19.1378379916,13.426296051,11.7217679605,-6.55647375461,-1.686575922,-7.41289891083
-8.28600292125,-19.1378379916,13.426296051,11.7217679605,-6.55647375461,-1.686575922,1.26692151482,-5.17990075741
-19.1378379916,13.426296051,11.7217679605,-6.55647375461,-1.686575922,1.26692151482,-2.73469049189,-8.7861488726
13.426296051,11.7217679605,-6.55647375461,-1.686575922,1.26692151482,-2.73469049189,-5.94512993377,-0.818005686196
11.7217679605,-6.55647375461,-1.686575922,1.26692151482,-2.73469049189,-5.94512993377,3.49991966824,0.332429469955
-6.55647375461,-1.686575922,1.26692151482,-2.73469049189,-5.94512993377,3.49991966824,-6.34093860707,3.17351870073
-1.686575922,1.26692151482,-2.73469049189,-5.94512993377,3.49991966824,-6.34093860707,2.02301325264,2.2822918262
1.26692151482,-2.73469049189,-5.94512993377,3.49991966824,-6.34093860707,2.02301325264,4.65035482439,-3.77491662588
-2.73469049189,-5.94512993377,3.49991966824,-6.34093860707,2.02301325264,4.65035482439,-3.49984937629,-3.2102301012
-5.94512993377,3.49991966824,-6.34093860707,2.02301325264,4.65035482439,-3.49984937629,1.13178637811,-18.2787075293
3.49991966824,-6.34093860707,2.02301325264,4.65035482439,-3.49984937629,1.13178637811,-1.40685362769,-9.43162811345
-6.34093860707,2.02301325264,4.65035482439,-3.49984937629,1.13178637811,-1.40685362769,-2.93516285162,-11.013993978
2.02301325264,4.65035482439,-3.49984937629,1.13178637811,-1.40685362769,-2.93516285162,-13.93669105,4.91395514523
4.65035482439,-3.49984937629,1.13178637811,-1.40685362769,-2.93516285162,-13.93669105,7.44022578819,-7.90733494014
-3.49984937629,1.13178637811,-1.40685362769,-2.93516285162,-13.93669105,7.44022578819,-4.5175287162,-8.93705635625
1.13178637811,-1.40685362769,-2.93516285162,-13.93669105,7.44022578819,-4.5175287162,1.99125807323,-22.0087742936
-1.40685362769,-2.93516285162,-13.93669105,7.44022578819,-4.5175287162,1.99125807323,-5.38106429718,-13.7530167262
-2.93516285162,-13.93669105,7.44022578819,-4.5175287162,1.99125807323,-5.38106429718,-5.54725013231,18.7035104706
-13.93669105,7.44022578819,-4.5175287162,1.99125807323,-5.38106429718,-5.54725013231,-11.0804598641,24.843878526
7.44022578819,-4.5175287162,1.99125807323,-5.38106429718,-5.54725013231,-11.0804598641,2.87469327023,26.4040392464
-4.5175287162,1.99125807323,-5.38106429718,-5.54725013231,-11.0804598641,2.87469327023,26.9092770645,8.80099543653
1.99125807323,-5.38106429718,-5.54725013231,-11.0804598641,2.87469327023,26.9092770645,-4.94009180873,32.4538635468
-5.38106429718,-5.54725013231,-11.0804598641,2.87469327023,26.9092770645,-4.94009180873,4.43485399059,46.9333791114
-5.54725013231,-11.0804598641,2.87469327023,26.9092770645,-4.94009180873,4.43485399059,9.30623325467,52.6171244801
-11.0804598641,2.87469327023,26.9092770645,-4.94009180873,4.43485399059,9.30623325467,18.7127763015,54.9043481786
2.87469327023,26.9092770645,-4.94009180873,4.43485399059,9.30623325467,18.7127763015,18.9143695552,21.9403918465
26.9092770645,-4.94009180873,4.43485399059,9.30623325467,18.7127763015,18.9143695552,14.9899786234,-4.9123752384
-4.94009180873,4.43485399059,9.30623325467,18.7127763015,18.9143695552,14.9899786234,21.0,-10.2710074847
4.43485399059,9.30623325467,18.7127763015,18.9143695552,14.9899786234,21.0,-14.0495867769,-2.84509995309
9.30623325467,18.7127763015,18.9143695552,14.9899786234,21.0,-14.0495867769,-11.8627884615,11.0596388635
18.7127763015,18.9143695552,14.9899786234,21.0,-14.0495867769,-11.8627884615,15.6413677537,-15.5668774051
18.9143695552,14.9899786234,21.0,-14.0495867769,-11.8627884615,15.6413677537,-6.62367924528,-9.3228210951
14.9899786234,21.0,-14.0495867769,-11.8627884615,15.6413677537,-6.62367924528,2.04195035508,-7.97109745055
21.0,-14.0495867769,-11.8627884615,15.6413677537,-6.62367924528,2.04195035508,-10.9851485149,3.2237630397
-14.0495867769,-11.8627884615,15.6413677537,-6.62367924528,2.04195035508,-10.9851485149,-0.379622935321,14.5978750448
-11.8627884615,15.6413677537,-6.62367924528,2.04195035508,-10.9851485149,-0.379622935321,3.39367399962,8.22148259853
15.6413677537,-6.62367924528,2.04195035508,-10.9851485149,-0.379622935321,3.39367399962,0.209711975396,1.51407928999
-6.62367924528,2.04195035508,-10.9851485149,-0.379622935321,3.39367399962,0.209711975396,10.9944890697,-24.7337201095
2.04195035508,-10.9851485149,-0.379622935321,3.39367399962,0.209711975396,10.9944890697,-2.9827184466,-8.63175495687
-10.9851485149,-0.379622935321,3.39367399962,0.209711975396,10.9944890697,-2.9827184466,-6.49769133314,-1.19793578785
-0.379622935321,3.39367399962,0.209711975396,10.9944890697,-2.9827184466,-6.49769133314,-15.2533103298,12.3648461025
3.39367399962,0.209711975396,10.9944890697,-2.9827184466,-6.49769133314,-15.2533103298,13.119246706,1.22082025302
0.209711975396,10.9944890697,-2.9827184466,-6.49769133314,-15.2533103298,13.119246706,0.936127835876,2.77749887104
10.9944890697,-2.9827184466,-6.49769133314,-15.2533103298,13.119246706,0.936127835876,-1.69052843946,13.191527303
-2.9827184466,-6.49769133314,-15.2533103298,13.119246706,0.936127835876,-1.69052843946,1.9752208566,9.56472228794
-6.49769133314,-15.2533103298,13.119246706,0.936127835876,-1.69052843946,1.9752208566,2.49280645389,3.26780053977
-15.2533103298,13.119246706,0.936127835876,-1.69052843946,1.9752208566,2.49280645389,8.72349999246,-8.659359822
13.119246706,0.936127835876,-1.69052843946,1.9752208566,2.49280645389,8.72349999246,-1.65158415842,-1.46999942348
0.936127835876,-1.69052843946,1.9752208566,2.49280645389,8.72349999246,-1.65158415842,-3.80411529428,1.50206309149
-1.69052843946,1.9752208566,2.49280645389,8.72349999246,-1.65158415842,-3.80411529428,-3.2036603693,2.53128042358
1.9752208566,2.49280645389,8.72349999246,-1.65158415842,-3.80411529428,-3.2036603693,5.53777624011,-7.94625625219
2.49280645389,8.72349999246,-1.65158415842,-3.80411529428,-3.2036603693,5.53777624011,-0.832052779314,-11.1860060126
8.72349999246,-1.65158415842,-3.80411529428,-3.2036603693,5.53777624011,-0.832052779314,-2.17444303722,-6.6206984264
-1.65158415842,-3.80411529428,-3.2036603693,5.53777624011,-0.832052779314,-2.17444303722,-4.93976043566,-3.5167570463
-3.80411529428,-3.2036603693,5.53777624011,-0.832052779314,-2.17444303722,-4.93976043566,-4.07180253968,6.05673856131
-3.2036603693,5.53777624011,-0.832052779314,-2.17444303722,-4.93976043566,-4.07180253968,2.39086454894,-0.384456717136
5.53777624011,-0.832052779314,-2.17444303722,-4.93976043566,-4.07180253968,2.39086454894,-1.83581905556,0.825945488701
-0.832052779314,-2.17444303722,-4.93976043566,-4.07180253968,2.39086454894,-1.83581905556,5.50169306793,-4.48321941296
-2.17444303722,-4.93976043566,-4.07180253968,2.39086454894,-1.83581905556,5.50169306793,-4.05033072951,-6.55886033412
-4.93976043566,-4.07180253968,2.39086454894,-1.83581905556,5.50169306793,-4.05033072951,-0.62541684972,-7.03754596732
-4.07180253968,2.39086454894,-1.83581905556,5.50169306793,-4.05033072951,-0.62541684972,0.192528166264,-3.79496479939
2.39086454894,-1.83581905556,5.50169306793,-4.05033072951,-0.62541684972,0.192528166264,-6.12597165066,4.99718624014
-1.83581905556,5.50169306793,-4.05033072951,-0.62541684972,0.192528166264,-6.12597165066,-1.10410248292,2.97781781848
5.50169306793,-4.05033072951,-0.62541684972,0.192528166264,-6.12597165066,-1.10410248292,3.43510933419,-3.35806949297
-4.05033072951,-0.62541684972,0.192528166264,-6.12597165066,-1.10410248292,3.43510933419,2.66617938886,-4.68633668556
-0.62541684972,0.192528166264,-6.12597165066,-1.10410248292,3.43510933419,2.66617938886,-3.12347090458,-5.20601676417
0.192528166264,-6.12597165066,-1.10410248292,3.43510933419,2.66617938886,-3.12347090458,-2.90077797726,3.78299765818
-6.12597165066,-1.10410248292,3.43510933419,2.66617938886,-3.12347090458,-2.90077797726,1.33791219628,13.0788819102
-1.10410248292,3.43510933419,2.66617938886,-3.12347090458,-2.90077797726,1.33791219628,-3.64315098319,21.7997839738
3.43510933419,2.66617938886,-3.12347090458,-2.90077797726,1.33791219628,-3.64315098319,6.08823644509,13.245870381
2.66617938886,-3.12347090458,-2.90077797726,1.33791219628,-3.64315098319,6.08823644509,10.6337964483,6.82433901429
-3.12347090458,-2.90077797726,1.33791219628,-3.64315098319,6.08823644509,10.6337964483,5.07775108038,3.45631843333
-2.90077797726,1.33791219628,-3.64315098319,6.08823644509,10.6337964483,5.07775108038,-2.46567714768,4.05882726418
1.33791219628,-3.64315098319,6.08823644509,10.6337964483,5.07775108038,-2.46567714768,4.21226508158,-5.24644798103
-3.64315098319,6.08823644509,10.6337964483,5.07775108038,-2.46567714768,4.21226508158,1.70973049942,-9.14327087219
6.08823644509,10.6337964483,5.07775108038,-2.46567714768,4.21226508158,1.70973049942,-1.86316831683,-8.59024778531
10.6337964483,5.07775108038,-2.46567714768,4.21226508158,1.70973049942,-1.86316831683,-5.09301016362,-3.95832440776
5.07775108038,-2.46567714768,4.21226508158,1.70973049942,-1.86316831683,-5.09301016362,-2.18709239174,-2.11574486887
-2.46567714768,4.21226508158,1.70973049942,-1.86316831683,-5.09301016362,-2.18709239174,-1.31014522995,-4.86534401346
4.21226508158,1.70973049942,-1.86316831683,-5.09301016362,-2.18709239174,-1.31014522995,-0.46108678607,-5.11300356216
1.70973049942,-1.86316831683,-5.09301016362,-2.18709239174,-1.31014522995,-0.46108678607,-0.344512852852,-4.16423258329
-1.86316831683,-5.09301016362,-2.18709239174,-1.31014522995,-0.46108678607,-0.344512852852,-4.05974437454,0.718089409632
-5.09301016362,-2.18709239174,-1.31014522995,-0.46108678607,-0.344512852852,-4.05974437454,-0.708746334769,-0.383902993344
-2.18709239174,-1.31014522995,-0.46108678607,-0.344512852852,-4.05974437454,-0.708746334769,0.604258126019,-0.781983514089
-1.31014522995,-0.46108678607,-0.344512852852,-4.05974437454,-0.708746334769,0.604258126019,0.822577618382,-2.93109829828
-0.46108678607,-0.344512852852,-4.05974437454,-0.708746334769,0.604258126019,0.822577618382,-1.81073873775,2.19902908213
-0.344512852852,-4.05974437454,-0.708746334769,0.604258126019,0.822577618382,-1.81073873775,0.206177605274,6.44893323125
-4.05974437454,-0.708746334769,0.604258126019,0.822577618382,-1.81073873775,0.206177605274,-1.32653716581,10.14224606
-0.708746334769,0.604258126019,0.822577618382,-1.81073873775,0.206177605274,-1.32653716581,3.31938864267,8.37415344898
0.604258126019,0.822577618382,-1.81073873775,0.206177605274,-1.32653716581,3.31938864267,4.45608175439,2.7683117729
0.822577618382,-1.81073873775,0.206177605274,-1.32653716581,3.31938864267,4.45608175439,2.36677566291,4.11299798696
-1.81073873775,0.206177605274,-1.32653716581,3.31938864267,4.45608175439,2.36677566291,1.55129603167,0.768831252904
0.206177605274,-1.32653716581,3.31938864267,4.45608175439,2.36677566291,1.55129603167,-1.14975992169,1.46766501585
-1.32653716581,3.31938864267,4.45608175439,2.36677566291,1.55129603167,-1.14975992169,3.71146187698,-2.17181019761
3.31938864267,4.45608175439,2.36677566291,1.55129603167,-1.14975992169,3.71146187698,-1.79287070238,-1.310201721
4.45608175439,2.36677566291,1.55129603167,-1.14975992169,3.71146187698,-1.79287070238,-0.450926158746,3.89483933098
2.36677566291,1.55129603167,-1.14975992169,3.71146187698,-1.79287070238,-0.450926158746,0.0719866635234,3.82731157407
1.55129603167,-1.14975992169,3.71146187698,-1.79287070238,-0.450926158746,0.0719866635234,-0.931262225775,6.01491605837
-1.14975992169,3.71146187698,-1.79287070238,-0.450926158746,0.0719866635234,-0.931262225775,4.75411489323,7.34237789764
3.71146187698,-1.79287070238,-0.450926158746,0.0719866635234,-0.931262225775,4.75411489323,0.0044589066153,14.8850888023
-1.79287070238,-0.450926158746,0.0719866635234,-0.931262225775,4.75411489323,0.0044589066153,1.25634225852,12.7515535614
-0.450926158746,0.0719866635234,-0.931262225775,4.75411489323,0.0044589066153,1.25634225852,6.08157673251,11.9797113421
0.0719866635234,-0.931262225775,4.75411489323,0.0044589066153,1.25634225852,6.08157673251,7.54716981132,6.11321379973
-0.931262225775,4.75411489323,0.0044589066153,1.25634225852,6.08157673251,7.54716981132,-0.877192982456,7.81685306317
4.75411489323,0.0044589066153,1.25634225852,6.08157673251,7.54716981132,-0.877192982456,5.30973451327,11.5235119925
0.0044589066153,1.25634225852,6.08157673251,7.54716981132,-0.877192982456,5.30973451327,1.68067226891,17.3616367161
1.25634225852,6.08157673251,7.54716981132,-0.877192982456,5.30973451327,1.68067226891,0.826446280992,12.3393862393
6.08157673251,7.54716981132,-0.877192982456,5.30973451327,1.68067226891,0.826446280992,9.01639344262,15.0018249135
7.54716981132,-0.877192982456,5.30973451327,1.68067226891,0.826446280992,9.01639344262,7.51879699248,8.79021746347
-0.877192982456,5.30973451327,1.68067226891,0.826446280992,9.01639344262,7.51879699248,-4.1958041958,9.76021520766
5.30973451327,1.68067226891,0.826446280992,9.01639344262,7.51879699248,-4.1958041958,11.6788321168,29.4147164242
1.68067226891,0.826446280992,9.01639344262,7.51879699248,-4.1958041958,11.6788321168,1.30718954248,36.7369685061
0.826446280992,9.01639344262,7.51879699248,-4.1958041958,11.6788321168,1.30718954248,-3.22580645161,56.7852048642
9.01639344262,7.51879699248,-4.1958041958,11.6788321168,1.30718954248,-3.22580645161,31.3333333333,16.6518715309
7.51879699248,-4.1958041958,11.6788321168,1.30718954248,-3.22580645161,31.3333333333,8.62944162437,12.8469913101
-4.1958041958,11.6788321168,1.30718954248,-3.22580645161,31.3333333333,8.62944162437,16.8224299065,1.88230198928
11.6788321168,1.30718954248,-3.22580645161,31.3333333333,8.62944162437,16.8224299065,-8.8,9.1012743213
1.30718954248,-3.22580645161,31.3333333333,8.62944162437,16.8224299065,-8.8,4.82456140351,2.67028721498
-3.22580645161,31.3333333333,8.62944162437,16.8224299065,-8.8,4.82456140351,5.85774058577,-8.90173908508
31.3333333333,8.62944162437,16.8224299065,-8.8,4.82456140351,5.85774058577,-1.58102766798,-11.6497157461
8.62944162437,16.8224299065,-8.8,4.82456140351,5.85774058577,-1.58102766798,-1.60642570281,0.363949775714
16.8224299065,-8.8,4.82456140351,5.85774058577,-1.58102766798,-1.60642570281,-5.71428571429,9.76676008016
-8.8,4.82456140351,5.85774058577,-1.58102766798,-1.60642570281,-5.71428571429,-4.329004329,16.0720489941
4.82456140351,5.85774058577,-1.58102766798,-1.60642570281,-5.71428571429,-4.329004329,10.407239819,4.11442157824
5.85774058577,-1.58102766798,-1.60642570281,-5.71428571429,-4.329004329,10.407239819,3.68852459016,0.0321962006794
-1.58102766798,-1.60642570281,-5.71428571429,-4.329004329,10.407239819,3.68852459016,1.97628458498,15.0519590465
-1.60642570281,-5.71428571429,-4.329004329,10.407239819,3.68852459016,1.97628458498,-1.5503875969,24.0347790759
-5.71428571429,-4.329004329,10.407239819,3.68852459016,1.97628458498,-1.5503875969,-0.393700787402,51.4725050205
-4.329004329,10.407239819,3.68852459016,1.97628458498,-1.5503875969,-0.393700787402,16.9960474308,44.3774476887
10.407239819,3.68852459016,1.97628458498,-1.5503875969,-0.393700787402,16.9960474308,7.43243243243,72.3053756166
3.68852459016,1.97628458498,-1.5503875969,-0.393700787402,16.9960474308,7.43243243243,27.0440251572,37.6074403096
1.97628458498,-1.5503875969,-0.393700787402,16.9960474308,7.43243243243,27.0440251572,9.90099009901,24.8235673277
-1.5503875969,-0.393700787402,16.9960474308,7.43243243243,27.0440251572,9.90099009901,35.3603603604,-13.319724387
-0.393700787402,16.9960474308,7.43243243243,27.0440251572,9.90099009901,35.3603603604,-7.65391014975,-4.71161576396
16.9960474308,7.43243243243,27.0440251572,9.90099009901,35.3603603604,-7.65391014975,-2.88288288288,-20.165216813
7.43243243243,27.0440251572,9.90099009901,35.3603603604,-7.65391014975,-2.88288288288,-2.78293135436,-30.3452484216
27.0440251572,9.90099009901,35.3603603604,-7.65391014975,-2.88288288288,-2.78293135436,0.954198473282,-14.2781702992
9.90099009901,35.3603603604,-7.65391014975,-2.88288288288,-2.78293135436,0.954198473282,-18.3364839319,11.7855863601
35.3603603604,-7.65391014975,-2.88288288288,-2.78293135436,0.954198473282,-18.3364839319,-12.962962963,16.3097307576
-7.65391014975,-2.88288288288,-2.78293135436,0.954198473282,-18.3364839319,-12.962962963,17.0212765957,6.43131130473
-2.88288288288,-2.78293135436,0.954198473282,-18.3364839319,-12.962962963,17.0212765957,7.72727272727,19.5642536312
-2.78293135436,0.954198473282,-18.3364839319,-12.962962963,17.0212765957,7.72727272727,-8.4388185654,27.4692643674
0.954198473282,-18.3364839319,-12.962962963,17.0212765957,7.72727272727,-8.4388185654,7.14285714286,31.9543142013
-18.3364839319,-12.962962963,17.0212765957,7.72727272727,-8.4388185654,7.14285714286,20.8602150538,8.85050940397
-12.962962963,17.0212765957,7.72727272727,-8.4388185654,7.14285714286,20.8602150538,-0.533807829181,6.43349756102
17.0212765957,7.72727272727,-8.4388185654,7.14285714286,20.8602150538,-0.533807829181,11.6279069767,3.42045544914
7.72727272727,-8.4388185654,7.14285714286,20.8602150538,-0.533807829181,11.6279069767,-2.24358974359,6.28612917407
-8.4388185654,7.14285714286,20.8602150538,-0.533807829181,11.6279069767,-2.24358974359,-2.95081967213,7.22767527588
7.14285714286,20.8602150538,-0.533807829181,11.6279069767,-2.24358974359,-2.95081967213,8.61486486486,19.2752709788
20.8602150538,-0.533807829181,11.6279069767,-2.24358974359,-2.95081967213,8.61486486486,0.622083981337,29.3721412459
-0.533807829181,11.6279069767,-2.24358974359,-2.95081967213,8.61486486486,0.622083981337,-2.00927357032,41.0626426792
11.6279069767,-2.24358974359,-2.95081967213,8.61486486486,0.622083981337,-2.00927357032,20.6624605678,32.4561562772
-2.24358974359,-2.95081967213,8.61486486486,0.622083981337,-2.00927357032,20.6624605678,10.7189542484,27.4048293103
-2.95081967213,8.61486486486,0.622083981337,-2.00927357032,20.6624605678,10.7189542484,9.68122786305,21.1781469018
8.61486486486,0.622083981337,-2.00927357032,20.6624605678,10.7189542484,9.68122786305,12.0559741658,-6.95867084923
0.622083981337,-2.00927357032,20.6624605678,10.7189542484,9.68122786305,12.0559741658,5.66762728146,-9.48493687415
-2.00927357032,20.6624605678,10.7189542484,9.68122786305,12.0559741658,5.66762728146,3.45454545455,7.87270041242
20.6624605678,10.7189542484,9.68122786305,12.0559741658,5.66762728146,3.45454545455,-16.0808435852,18.9115271909
10.7189542484,9.68122786305,12.0559741658,5.66762728146,3.45454545455,-16.0808435852,3.14136125654,13.8232632795
9.68122786305,12.0559741658,5.66762728146,3.45454545455,-16.0808435852,3.14136125654,20.8121827411,15.1229938958
12.0559741658,5.66762728146,3.45454545455,-16.0808435852,3.14136125654,20.8121827411,-5.04201680672,27.1125347232
5.66762728146,3.45454545455,-16.0808435852,3.14136125654,20.8121827411,-5.04201680672,-1.94690265487,15.0995203083
3.45454545455,-16.0808435852,3.14136125654,20.8121827411,-5.04201680672,-1.94690265487,22.1119133574,-2.51440108123
-16.0808435852,3.14136125654,20.8121827411,-5.04201680672,-1.94690265487,22.1119133574,6.94752402069,-13.2282586915
3.14136125654,20.8121827411,-5.04201680672,-1.94690265487,22.1119133574,6.94752402069,-13.9599170698,-10.7699390658
20.8121827411,-5.04201680672,-1.94690265487,22.1119133574,6.94752402069,-13.9599170698,4.49799196787,-15.9899526943
-5.04201680672,-1.94690265487,22.1119133574,6.94752402069,-13.9599170698,4.49799196787,-3.76633358955,-16.4963463775
-1.94690265487,22.1119133574,6.94752402069,-13.9599170698,4.49799196787,-3.76633358955,-11.5015974441,-6.98905092768
22.1119133574,6.94752402069,-13.9599170698,4.49799196787,-3.76633358955,-11.5015974441,-0.72202166065,8.65545135313
6.94752402069,-13.9599170698,4.49799196787,-3.76633358955,-11.5015974441,-0.72202166065,-4.27272727273,7.95347373547
-13.9599170698,4.49799196787,-3.76633358955,-11.5015974441,-0.72202166065,-4.27272727273,-1.9943019943,20.1518573624
4.49799196787,-3.76633358955,-11.5015974441,-0.72202166065,-4.27272727273,-1.9943019943,14.9224806202,-4.35194370862
-3.76633358955,-11.5015974441,-0.72202166065,-4.27272727273,-1.9943019943,14.9224806202,-4.97470489039,-3.74055137389
-11.5015974441,-0.72202166065,-4.27272727273,-1.9943019943,14.9224806202,-4.97470489039,10.2040816327,-11.8031060047
-0.72202166065,-4.27272727273,-1.9943019943,14.9224806202,-4.97470489039,10.2040816327,-9.58132045089,-7.23545920922
-4.27272727273,-1.9943019943,14.9224806202,-4.97470489039,10.2040816327,-9.58132045089,-4.36331255565,9.12401457485
-1.9943019943,14.9224806202,-4.97470489039,10.2040816327,-9.58132045089,-4.36331255565,2.14152700186,6.89679777007
14.9224806202,-4.97470489039,10.2040816327,-9.58132045089,-4.36331255565,2.14152700186,-5.01367365542,14.3976069315
-4.97470489039,10.2040816327,-9.58132045089,-4.36331255565,2.14152700186,-5.01367365542,11.9961612284,-2.20106475716
10.2040816327,-9.58132045089,-4.36331255565,2.14152700186,-5.01367365542,11.9961612284,-0.0856898029135,0.165326800138
-9.58132045089,-4.36331255565,2.14152700186,-5.01367365542,11.9961612284,-0.0856898029135,2.487135506,-2.83638846573
-4.36331255565,2.14152700186,-5.01367365542,11.9961612284,-0.0856898029135,2.487135506,-4.60251046025,1.93853578763
2.14152700186,-5.01367365542,11.9961612284,-0.0856898029135,2.487135506,-4.60251046025,2.28070175439,-4.30085787726
-5.01367365542,11.9961612284,-0.0856898029135,2.487135506,-4.60251046025,2.28070175439,-0.514579759863,-10.2378910206
11.9961612284,-0.0856898029135,2.487135506,-4.60251046025,2.28070175439,-0.514579759863,0.172413793103,-8.0156687984
