date,open_price,high_price,low_price,close_price,volume,market_cap
2017-11-08T00:00:00,293.04,316.63,289.09,316.33,103556000.0,2249050000.0
2017-11-07T00:00:00,274.87,304.55,274.87,293.38,92431200.0,2109120000.0
2017-11-06T00:00:00,273.47,280.44,268.46,275.68,60053700.0,2097820000.0
2017-11-05T00:00:00,274.33,277.0,270.29,273.17,41028900.0,2103900000.0
2017-11-04T00:00:00,278.58,280.96,271.31,274.68,49462600.0,2135920000.0
2017-11-03T00:00:00,263.89,281.39,262.98,278.59,62984900.0,2021200000.0
2017-11-02T00:00:00,271.79,272.78,251.56,265.31,72437900.0,2081130000.0
2017-11-01T00:00:00,278.5,279.67,270.77,271.56,50960300.0,2131960000.0
2017-10-31T00:00:00,285.39,286.21,278.73,279.15,50260500.0,2184110000.0
2017-10-30T00:00:00,283.65,287.69,282.32,285.94,40805700.0,2170290000.0
2017-10-29T00:00:00,275.25,288.6,275.25,283.93,75483100.0,2105420000.0
2017-10-28T00:00:00,281.42,287.92,272.36,275.69,47092100.0,2152090000.0
2017-10-27T00:00:00,286.14,289.13,279.33,280.48,38421900.0,2187650000.0
2017-10-26T00:00:00,289.03,292.41,282.78,286.13,49309000.0,2209130000.0
2017-10-25T00:00:00,294.47,298.78,283.92,289.14,43986700.0,2250180000.0
2017-10-24T00:00:00,283.94,302.65,277.2,293.2,59674600.0,2169120000.0
2017-10-23T00:00:00,275.44,291.24,263.91,284.23,52259300.0,2103630000.0
2017-10-22T00:00:00,277.93,283.88,269.73,275.7,46070400.0,2122130000.0
2017-10-21T00:00:00,288.95,290.12,272.08,277.86,47244600.0,2205720000.0
2017-10-20T00:00:00,295.41,301.66,288.19,289.19,47125400.0,2254410000.0
2017-10-19T00:00:00,297.85,300.16,291.89,295.47,30741800.0,2272420000.0
2017-10-18T00:00:00,300.02,300.19,280.05,297.26,38693900.0,2288450000.0
2017-10-17T00:00:00,302.28,304.33,298.17,299.88,42569400.0,2305090000.0
2017-10-16T00:00:00,309.46,310.98,300.75,302.21,38139700.0,2359250000.0
2017-10-15T00:00:00,317.01,317.01,294.34,309.51,45301300.0,2416140000.0
2017-10-14T00:00:00,310.23,319.02,306.94,316.69,43951700.0,2363830000.0
2017-10-13T00:00:00,292.39,311.69,289.19,310.38,69258500.0,2227330000.0
2017-10-12T00:00:00,298.12,298.4,290.04,291.91,42625600.0,2270420000.0
2017-10-11T00:00:00,291.41,301.5,286.64,298.4,26434900.0,2218760000.0
2017-10-10T00:00:00,283.55,296.02,280.08,291.27,32941200.0,2158330000.0
2017-10-09T00:00:00,299.7,300.84,271.83,283.67,52085800.0,2280670000.0
2017-10-08T00:00:00,310.25,315.02,301.11,302.48,33683300.0,2360300000.0
2017-10-07T00:00:00,307.54,314.22,303.77,310.49,27552700.0,2339080000.0
2017-10-06T00:00:00,305.25,311.21,304.36,306.88,22935800.0,2321080000.0
2017-10-05T00:00:00,305.39,307.54,296.74,305.4,27180400.0,2321550000.0
2017-10-04T00:00:00,296.74,315.79,296.74,305.46,40983500.0,2255220000.0
2017-10-03T00:00:00,308.56,310.21,291.7,296.24,37104400.0,2342990000.0
2017-10-02T00:00:00,315.95,320.79,306.57,308.69,29696600.0,2398500000.0
2017-10-01T00:00:00,326.94,327.5,315.76,315.8,25835800.0,2481300000.0
2017-09-30T00:00:00,327.34,331.81,326.16,327.14,27802400.0,2483630000.0
2017-09-29T00:00:00,337.93,338.89,318.7,327.7,38011000.0,2563340000.0
2017-09-28T00:00:00,345.97,346.54,328.83,338.25,49620000.0,2623640000.0
2017-09-27T00:00:00,338.69,348.49,337.57,346.43,52033700.0,2567810000.0
2017-09-26T00:00:00,345.08,349.49,338.35,339.1,45406700.0,2615520000.0
2017-09-25T00:00:00,330.63,346.35,330.63,345.09,58356100.0,2505380000.0
2017-09-24T00:00:00,350.4,358.04,331.17,331.85,111537000.0,2654460000.0
2017-09-23T00:00:00,346.76,358.44,342.39,350.79,55928100.0,2626220000.0
2017-09-22T00:00:00,331.11,355.75,331.11,346.58,90613000.0,2507060000.0
2017-09-21T00:00:00,342.41,369.07,321.81,330.05,146454000.0,2591910000.0
2017-09-20T00:00:00,323.78,351.19,316.72,342.43,74246200.0,2450240000.0
2017-09-19T00:00:00,333.64,334.27,312.91,324.26,34362500.0,2524200000.0
2017-09-18T00:00:00,311.89,335.44,311.89,333.0,56189000.0,2359070000.0
2017-09-17T00:00:00,298.59,315.58,278.17,313.84,38081600.0,2257850000.0
2017-09-16T00:00:00,284.5,301.23,276.57,298.86,43702600.0,2150800000.0
2017-09-15T00:00:00,236.05,300.11,220.51,284.36,72695500.0,1784040000.0
2017-09-14T00:00:00,301.11,303.74,236.24,236.24,35013800.0,2275100000.0
2017-09-13T00:00:00,324.72,325.16,287.25,301.29,28322500.0,2452930000.0
2017-09-12T00:00:00,318.42,328.6,318.42,325.97,27190400.0,2404680000.0
2017-09-11T00:00:00,322.02,332.12,315.91,318.4,25159900.0,2431230000.0
2017-09-10T00:00:00,323.24,323.24,295.86,320.11,27435400.0,2439780000.0
2017-09-09T00:00:00,334.95,335.13,313.69,323.14,23244600.0,2527540000.0
2017-09-08T00:00:00,343.53,368.17,317.95,333.21,63012500.0,2591570000.0
2017-09-07T00:00:00,346.45,347.57,333.8,343.91,24715700.0,2612980000.0
2017-09-06T00:00:00,328.15,348.45,326.95,347.17,35294300.0,2474300000.0
2017-09-05T00:00:00,316.88,333.83,286.53,327.23,53928800.0,2388710000.0
2017-09-04T00:00:00,356.94,357.21,301.84,316.13,44170200.0,2689920000.0
2017-09-03T00:00:00,354.63,373.08,338.23,356.39,34945200.0,2670270000.0
2017-09-02T00:00:00,393.53,395.92,329.27,350.17,54813400.0,2962400000.0
2017-09-01T00:00:00,377.92,393.35,376.34,393.35,55440700.0,2844110000.0
2017-08-31T00:00:00,368.57,380.34,368.18,378.32,34978600.0,2773030000.0
