date,ETH,LTC,DASH,XRP,BTC
2015-08-08,-72.8041516245,-8.55106888361,-5.52147239264,3.97448478901,-6.64568280993
2015-08-09,-6.82680118143,1.2987012987,0.974025974026,3.91694195375,1.5632183908
2015-08-10,0.933327824453,1.28205128205,-0.96463022508,-0.658492279746,-0.230119209295
2015-08-11,51.0343737296,5.3164556962,2.5974025974,-1.81714285714,2.23843914244
2015-08-12,14.0186915888,-4.08653846154,-3.16455696203,-3.7248283087,-1.48304301195
2015-08-13,50.0,-2.75689223058,0.0,-1.49921412163,-0.863428185299
2015-08-14,0.0,3.86597938144,-0.980392156863,2.3321468025,0.605877006968
2015-08-15,-7.65027322404,-2.48138957816,-1.6501650165,0.995561952741,-1.55450165613
2015-08-16,-7.10059171598,0.508905852417,-1.34228187919,-1.24703087886,-1.16230166316
2015-08-17,-23.5668789809,0.759493670886,-1.02040816327,-0.168370414913,-0.205021082357
2015-08-18,-9.16666666667,-12.8140703518,-8.24742268041,-9.02300927599,-18.179703853
2015-08-19,15.5963302752,0.28818443804,-1.12359550562,2.72775423729,7.39056281978
2015-08-20,15.873015873,3.73563218391,5.30303030303,1.4694508894,3.82477501323
2015-08-21,-4.1095890411,-1.108033241,-0.719424460432,0.114329268293,-1.18121946038
2015-08-22,-1.42857142857,-1.68067226891,-2.89855072464,-2.01751046821,-0.937352195038
2015-08-23,-2.17391304348,-3.4188034188,-1.49253731343,-2.2015022015,-0.963583488867
2015-08-24,-8.88888888889,-11.7994100295,-9.84848484848,-2.05243644068,-7.74422579656
2015-08-25,-7.31707317073,-1.67224080268,6.3025210084,-3.66364742463,5.27790973872
2015-08-26,1.75438596491,0.340136054422,3.16205533597,5.13612124614,1.90424619828
2015-08-27,-0.862068965517,-2.71186440678,-1.91570881226,0.787506673785,-0.469379621839
2015-08-28,3.47826086957,1.393728223,1.5625,-1.56270692623,2.94968189705
2015-08-29,-0.840336134454,-1.03092783505,0.0,4.2782187542,-0.700086430424
2015-08-30,11.8644067797,-1.04166666667,-1.53846153846,3.85756676558,-0.443902863609
2015-08-31,3.0303030303,-0.350877192982,0.78125,-2.06211180124,0.568281168036
2015-09-01,-0.735294117647,-0.704225352113,-1.5503875969,-0.875190258752,-0.843258280449
2015-09-02,-4.44444444444,-0.709219858156,-1.1811023622,-1.47152911068,0.508504295985
2015-09-03,-2.32558139535,-6.07142857143,-1.59362549801,-3.49350649351,-0.915910676902
2015-09-04,0.793650793651,2.66159695817,-0.80971659919,-1.02274256493,1.37336033102
2015-09-05,5.51181102362,8.14814814815,2.44897959184,6.8660774983,2.04950065132
2015-09-06,-2.98507462687,4.45205479452,-0.796812749004,0.394402035623,2.05088928602
2015-09-07,-3.84615384615,0.0,-4.41767068273,0.342161956659,0.00416944629753
2015-09-08,-0.8,0.0,-2.10084033613,-1.09876231372,1.5676464457
2015-09-09,-2.41935483871,-4.26229508197,4.72103004292,-1.95377346444,-2.23307745987
2015-09-10,-3.30578512397,1.02739726027,-2.45901639344,-0.195363375879,0.130159130033
2015-09-11,-15.9847863248,0.338983050847,0.0,10.1918308756,0.683495471318
2015-09-12,5.80094366303,-4.39189189189,2.10084033613,-2.92515395547,-2.03240181583
2015-09-13,-9.99971153846,-0.353356890459,-3.7037037037,4.08686104672,-2.006546784
2015-09-14,-6.45094086237,0.709219858156,-1.28205128205,-13.2208157525,0.0563966856102
2015-09-15,7.85590129074,-0.704225352113,0.4329004329,4.2679632631,-0.14741588623
2015-09-16,-3.94267320338,-0.709219858156,2.15517241379,-3.80829015544,-0.525401650022
2015-09-17,-3.63149337228,3.92857142857,0.0,-0.727174791274,0.314286961456
2015-09-18,-2.35017975798,1.71821305842,3.79746835443,2.12967986978,1.37504895348
2015-09-19,3.36259861659,-3.04054054054,-4.06504065041,-0.62425288883,-0.635274928102
2015-09-20,6.35251266162,-0.696864111498,1.27118644068,2.07163859931,-0.120955548836
2015-09-21,-2.06703642728,-1.75438596491,-1.67364016736,-5.10671729737,-1.78192984732
2015-09-22,-1.87705307781,1.42857142857,4.68085106383,-1.09010625086,1.55444977762
2015-09-23,-0.930365625929,1.05633802817,-1.21951219512,-6.97544642857,-0.14742867054
2015-09-24,-8.93166152902,2.09059233449,0.411522633745,0.629874025195,1.84557929477
2015-09-25,-9.51155959243,-1.36518771331,0.409836065574,-0.894187779434,0.2600946574
2015-09-26,6.7562409759,0.0,-4.89795918367,-2.24060150376,-0.340222845964
2015-09-27,-8.28600292125,-0.692041522491,1.28755364807,0.538378710968,-0.674234018947
2015-09-28,-19.1378379916,6.96864111498,0.847457627119,-3.71787025704,2.74102079395
2015-09-29,13.426296051,-3.25732899023,-1.68067226891,-11.3459399333,-1.02450447437
2015-09-30,11.7217679605,1.3468013468,0.0,-1.05753719305,-0.266170940893
2015-10-01,-6.55647375461,-0.332225913621,-2.13675213675,-1.30434782609,0.631195458782
2015-10-02,-1.686575922,-0.333333333333,-3.05676855895,7.70925110132,-0.10945064197
2015-10-03,1.26692151482,1.33779264214,-2.25225225225,-5.98159509202,0.606852374731
2015-10-04,-2.73469049189,-0.660066006601,0.0,-5.09334783397,-0.196875130901
2015-10-05,-5.94512993377,0.332225913621,7.83410138249,-4.35446906035,0.889784269286
2015-10-06,3.49991966824,4.30463576159,2.13675213675,6.38977635783,2.36292536817
2015-10-07,-6.34093860707,-2.85714285714,0.418410041841,0.882132132132,-1.25579127042
2015-10-08,2.02301325264,0.0,-0.833333333333,-6.4,-0.275754208338
2015-10-09,4.65035482439,1.6339869281,-0.840336134454,-0.954084675015,0.672719768882
2015-10-10,-3.49984937629,0.0,2.96610169492,1.08368452739,0.414053211987
2015-10-11,1.13178637811,1.28617363344,-1.64609053498,2.87869763748,0.86143545358
2015-10-12,-1.40685362769,-0.31746031746,-2.09205020921,1.5052103435,-0.704310868245
2015-10-13,-2.93516285162,1.27388535032,0.42735042735,2.22433460076,1.71211935918
2015-10-14,-13.93669105,-1.25786163522,-1.27659574468,0.762506974149,0.993948138351
2015-10-15,7.44022578819,-1.27388535032,-3.01724137931,-0.350682908822,0.924639866661
2015-10-16,-4.5175287162,0.322580645161,4.0,-0.018521948509,3.36190625983
2015-10-17,1.99125807323,-1.28617363344,3.84615384615,-3.61244905521,2.95583368205
2015-10-18,-5.38106429718,-1.62866449511,-2.46913580247,-4.30520853354,-3.32545078333
2015-10-19,-5.54725013231,0.993377483444,-1.26582278481,1.28539867443,0.687968200581
2015-10-20,-11.0804598641,1.31147540984,2.99145299145,-6.18679357525,2.28515031886
2015-10-21,2.87469327023,-0.323624595469,-5.39419087137,-0.718664130205,-1.18384917984
2015-10-22,26.9092770645,0.974025974026,5.70175438596,0.55354481584,2.91057948699
2015-10-23,-4.94009180873,0.0,-3.31950207469,-0.973957230574,0.905043427487
2015-10-24,4.43485399059,-0.32154340836,-3.86266094421,-0.320718409237,1.86256781193
2015-10-25,9.30623325467,-0.967741935484,-3.125,-2.2737022737,0.720752707261
2015-10-26,18.7127763015,0.977198697068,3.22580645161,2.61194029851,0.571065989848
2015-10-27,18.9143695552,-0.322580645161,-6.25,-0.55614973262,2.97581493165
2015-10-28,14.9899786234,0.323624595469,1.90476190476,0.559260055926,3.68630654549
2015-10-29,21.0,21.935483871,11.6822429907,-0.877005347594,3.03328737443
2015-10-30,-14.0495867769,7.40740740741,6.27615062762,4.42382391023,4.50837953228
2015-10-31,-11.8627884615,-6.4039408867,-9.05511811024,-3.14114486464,-4.21938355538
2015-11-01,15.6413677537,4.21052631579,15.1515151515,4.56582035417,3.58404685361
2015-11-02,-6.62367924528,5.05050505051,-1.87969924812,5.20301979188,10.9885382417
2015-11-03,2.04195035508,10.3365384615,3.06513409962,4.40263770365,11.6919073064
2015-11-04,-10.9851485149,-7.8431372549,-2.97397769517,-8.09957272896,2.01774825244
2015-11-05,-0.379622935321,-6.3829787234,-3.06513409962,-8.9144936325,-6.12547380698
2015-11-06,3.39367399962,-10.3535353535,6.71936758893,1.24278739458,-3.07493205643
2015-11-07,0.209711975396,1.40845070423,0.37037037037,2.89346777729,3.20719950864
2015-11-08,10.9944890697,-5.0,-6.64206642066,-1.00127822752,-3.39215483337
2015-11-09,-2.9827184466,-0.584795321637,0.0,-0.817731870024,1.84535447411
2015-11-10,-6.49769133314,-8.23529411765,-4.34782608696,-4.4044261228,-11.4237626887
2015-11-11,-15.2533103298,-4.80769230769,-5.37190082645,-3.22287789378,-7.64206401045
